Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los1;﻿Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los3
Fri;10/4/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/4/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/4/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/4/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;Brand.com;655;"No data";399;324;"No data";143;1;Sat;10/5/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;Brand.com;655;"No data";399;324;"No data";143;1;Sat;10/5/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;Booking.com;"No data";"No data";"No data";"No data";449;"No data";1;Sat;10/5/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;Booking.com;"No data";"No data";"No data";"No data";449;"No data";1;Sat;10/5/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/5/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/5/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/5/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/5/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/5/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;Brand.com;655;"No data";449;504;"No data";206;1;Sun;10/6/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;Brand.com;655;"No data";449;504;"No data";206;1;Sun;10/6/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;Booking.com;"No data";"No data";"No data";"No data";409;"No data";1;Sun;10/6/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;Booking.com;"No data";"No data";"No data";"No data";409;"No data";1;Sun;10/6/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/6/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/6/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/6/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/6/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/6/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;Brand.com;685;"No data";749;724;"No data";350;1;Mon;10/7/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;Brand.com;685;"No data";749;724;"No data";350;1;Mon;10/7/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;Booking.com;"No data";"No data";"No data";"No data";655;"No data";1;Mon;10/7/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;Booking.com;"No data";"No data";"No data";"No data";655;"No data";1;Mon;10/7/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/7/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/7/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/7/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/7/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/7/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;Brand.com;685;"No data";"Sold out";844;"No data";395;1;Tue;10/8/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;Brand.com;685;"No data";"Sold out";844;"No data";395;1;Tue;10/8/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;Booking.com;"No data";"No data";"No data";"No data";925;"No data";1;Tue;10/8/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;Booking.com;"No data";"No data";"No data";"No data";925;"No data";1;Tue;10/8/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/8/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/8/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/8/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/8/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/8/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;Brand.com;745;"No data";"Sold out";794;"No data";395;1;Wed;10/9/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;Brand.com;745;"No data";"Sold out";794;"No data";395;1;Wed;10/9/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;10/9/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;10/9/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/9/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/9/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/9/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/9/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/9/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;Brand.com;835;"No data";699;594;"No data";350;1;Thu;10/10/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;Brand.com;835;"No data";699;594;"No data";350;1;Thu;10/10/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;Booking.com;"No data";"No data";"No data";"No data";637;"No data";1;Thu;10/10/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;Booking.com;"No data";"No data";"No data";"No data";637;"No data";1;Thu;10/10/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/10/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/10/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/10/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/10/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/10/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;Brand.com;625;"No data";399;334;"No data";296;1;Fri;10/11/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;Brand.com;625;"No data";399;334;"No data";296;1;Fri;10/11/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;Booking.com;"No data";"No data";"No data";"No data";246;"No data";1;Fri;10/11/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;Booking.com;"No data";"No data";"No data";"No data";246;"No data";1;Fri;10/11/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/11/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/11/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/11/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/11/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/11/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;Brand.com;655;"No data";399;334;"No data";296;1;Sat;10/12/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;Brand.com;655;"No data";399;334;"No data";296;1;Sat;10/12/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;Booking.com;"No data";"No data";"No data";"No data";254;"No data";1;Sat;10/12/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;Booking.com;"No data";"No data";"No data";"No data";254;"No data";1;Sat;10/12/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/12/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/12/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/12/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/12/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/12/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;Brand.com;655;"No data";449;504;"No data";296;1;Sun;10/13/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;Brand.com;655;"No data";449;504;"No data";296;1;Sun;10/13/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;Booking.com;"No data";"No data";"No data";"No data";339;"No data";1;Sun;10/13/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;Booking.com;"No data";"No data";"No data";"No data";339;"No data";1;Sun;10/13/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/13/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/13/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/13/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/13/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/13/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;Brand.com;685;"No data";749;764;"No data";350;1;Mon;10/14/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;Brand.com;685;"No data";749;764;"No data";350;1;Mon;10/14/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;Booking.com;"No data";"No data";"No data";"No data";685;"No data";1;Mon;10/14/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;Booking.com;"No data";"No data";"No data";"No data";685;"No data";1;Mon;10/14/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/14/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/14/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/14/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/14/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/14/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;Brand.com;805;"No data";"Sold out";874;"No data";395;1;Tue;10/15/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;Brand.com;805;"No data";"Sold out";874;"No data";395;1;Tue;10/15/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;10/15/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;10/15/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/15/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/15/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/15/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/15/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/15/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;Brand.com;805;"No data";"Sold out";834;"No data";395;1;Wed;10/16/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;Brand.com;805;"No data";"Sold out";834;"No data";395;1;Wed;10/16/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;10/16/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;10/16/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/16/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/16/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/16/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/16/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/16/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;Brand.com;745;"No data";699;614;"No data";296;1;Thu;10/17/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;Brand.com;745;"No data";699;614;"No data";296;1;Thu;10/17/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;Booking.com;"No data";"No data";"No data";"No data";729;"No data";1;Thu;10/17/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;Booking.com;"No data";"No data";"No data";"No data";729;"No data";1;Thu;10/17/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/17/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/17/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/17/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/17/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/17/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;Brand.com;625;"No data";399;334;"No data";143;1;Fri;10/18/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;Brand.com;625;"No data";399;334;"No data";143;1;Fri;10/18/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;Booking.com;"No data";"No data";"No data";"No data";489;"No data";1;Fri;10/18/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;Booking.com;"No data";"No data";"No data";"No data";489;"No data";1;Fri;10/18/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/18/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/18/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/18/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/18/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;10/18/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;Brand.com;655;"No data";399;334;"No data";143;1;Sat;10/19/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;Brand.com;655;"No data";399;334;"No data";143;1;Sat;10/19/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;Booking.com;"No data";"No data";"No data";"No data";229;"No data";1;Sat;10/19/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;Booking.com;"No data";"No data";"No data";"No data";229;"No data";1;Sat;10/19/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/19/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/19/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/19/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;10/19/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;10/19/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;Brand.com;655;"No data";449;604;"No data";206;1;Sun;10/20/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;Brand.com;655;"No data";449;604;"No data";206;1;Sun;10/20/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;Booking.com;"No data";"No data";"No data";"No data";539;"No data";1;Sun;10/20/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;Booking.com;"No data";"No data";"No data";"No data";539;"No data";1;Sun;10/20/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/20/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/20/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/20/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;10/20/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;10/20/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;Brand.com;685;"No data";799;784;"No data";350;1;Mon;10/21/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;Brand.com;685;"No data";799;784;"No data";350;1;Mon;10/21/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;Booking.com;"No data";"No data";"No data";"No data";885;"No data";1;Mon;10/21/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;Booking.com;"No data";"No data";"No data";"No data";885;"No data";1;Mon;10/21/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/21/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/21/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/21/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;10/21/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;10/21/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;Brand.com;895;"No data";"Sold out";894;"No data";395;1;Tue;10/22/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;Brand.com;895;"No data";"Sold out";894;"No data";395;1;Tue;10/22/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;10/22/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;10/22/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/22/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/22/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/22/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;10/22/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;10/22/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;Brand.com;930;"No data";"Sold out";874;"No data";395;1;Wed;10/23/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;Brand.com;930;"No data";"Sold out";874;"No data";395;1;Wed;10/23/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;10/23/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;10/23/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/23/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/23/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/23/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;10/23/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;10/23/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;Brand.com;835;"No data";799;594;"No data";296;1;Thu;10/24/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;Brand.com;835;"No data";799;594;"No data";296;1;Thu;10/24/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;Booking.com;"No data";"No data";"No data";"No data";"Sold out";"No data";1;Thu;10/24/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;Booking.com;"No data";"No data";"No data";"No data";"Sold out";"No data";1;Thu;10/24/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/24/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/24/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/24/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;10/24/2019;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;10/24/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/25/2019;Brand.com;745;"No data";449;494;"No data";206;1;Fri;10/25/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/25/2019;Brand.com;745;"No data";449;494;"No data";206;1;Fri;10/25/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/25/2019;Booking.com;"No data";"No data";"No data";"No data";559;"No data";1;Fri;10/25/2019;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;10/25/2019;Booking.com;"No data";"No data";"No data";"No data";559;"No data";1;Fri;10/25/2019;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
