Day,Date,Channel,Rosewood Sand Hill,Garden Court Hotel,Nobu Hotel Epiphany Palo Alto,Stanford Park Hotel,Westin Palo Alto,Pullman San Francisco Bay
Fri,10/11/2019,Brand.com,625,No data,399,334,No data,296
Fri,10/11/2019,Booking.com,No data,No data,No data,No data,246,No data
Fri,10/11/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,10/11/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,10/12/2019,Brand.com,655,No data,399,334,No data,296
Sat,10/12/2019,Booking.com,No data,No data,No data,No data,254,No data
Sat,10/12/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,10/12/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,10/13/2019,Brand.com,655,No data,449,504,No data,296
Sun,10/13/2019,Booking.com,No data,No data,No data,No data,339,No data
Sun,10/13/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,10/13/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,10/14/2019,Brand.com,685,No data,749,764,No data,350
Mon,10/14/2019,Booking.com,No data,No data,No data,No data,685,No data
Mon,10/14/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,10/14/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,10/15/2019,Brand.com,805,No data,Sold out,874,No data,395
Tue,10/15/2019,Booking.com,No data,No data,No data,No data,755,No data
Tue,10/15/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,10/15/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,10/16/2019,Brand.com,805,No data,Sold out,834,No data,395
Wed,10/16/2019,Booking.com,No data,No data,No data,No data,755,No data
Wed,10/16/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,10/16/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,10/17/2019,Brand.com,745,No data,699,614,No data,296
Thu,10/17/2019,Booking.com,No data,No data,No data,No data,729,No data
Thu,10/17/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,10/17/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,10/18/2019,Brand.com,625,No data,399,334,No data,143
Fri,10/18/2019,Booking.com,No data,No data,No data,No data,489,No data
Fri,10/18/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,10/18/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,10/19/2019,Brand.com,655,No data,399,334,No data,143
Sat,10/19/2019,Booking.com,No data,No data,No data,No data,229,No data
Sat,10/19/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,10/19/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,10/20/2019,Brand.com,655,No data,449,604,No data,206
Sun,10/20/2019,Booking.com,No data,No data,No data,No data,539,No data
Sun,10/20/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,10/20/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,10/21/2019,Brand.com,685,No data,799,784,No data,350
Mon,10/21/2019,Booking.com,No data,No data,No data,No data,885,No data
Mon,10/21/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,10/21/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,10/22/2019,Brand.com,895,No data,Sold out,894,No data,395
Tue,10/22/2019,Booking.com,No data,No data,No data,No data,755,No data
Tue,10/22/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,10/22/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,10/23/2019,Brand.com,930,No data,Sold out,874,No data,395
Wed,10/23/2019,Booking.com,No data,No data,No data,No data,755,No data
Wed,10/23/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,10/23/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,10/24/2019,Brand.com,835,No data,799,594,No data,296
Thu,10/24/2019,Booking.com,No data,No data,No data,No data,Sold out,No data
Thu,10/24/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,10/24/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,10/25/2019,Brand.com,745,No data,449,494,No data,206
Fri,10/25/2019,Booking.com,No data,No data,No data,No data,559,No data
Fri,10/25/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,10/25/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,10/26/2019,Brand.com,715,No data,449,474,No data,206
Sat,10/26/2019,Booking.com,No data,No data,No data,No data,559,No data
Sat,10/26/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,10/26/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,10/27/2019,Brand.com,655,No data,449,504,No data,251
Sun,10/27/2019,Booking.com,No data,No data,No data,No data,339,No data
Sun,10/27/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,10/27/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,10/28/2019,Brand.com,685,No data,649,794,No data,350
Mon,10/28/2019,Booking.com,No data,No data,No data,No data,855,No data
Mon,10/28/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,10/28/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,10/29/2019,Brand.com,685,No data,Sold out,854,No data,350
Tue,10/29/2019,Booking.com,No data,No data,No data,No data,616,No data
Tue,10/29/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,10/29/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,10/30/2019,Brand.com,685,No data,Sold out,864,No data,350
Wed,10/30/2019,Booking.com,No data,No data,No data,No data,725,No data
Wed,10/30/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,10/30/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,10/31/2019,Brand.com,655,No data,599,624,No data,179
Thu,10/31/2019,Booking.com,No data,No data,No data,No data,659,No data
Thu,10/31/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,10/31/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,11/1/2019,Brand.com,505,No data,Sold out,334,No data,143
Fri,11/1/2019,Booking.com,No data,No data,No data,No data,246,No data
Fri,11/1/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,11/1/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,11/2/2019,Brand.com,535,No data,359,334,No data,143
Sat,11/2/2019,Booking.com,No data,No data,No data,No data,246,No data
Sat,11/2/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,11/2/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,11/3/2019,Brand.com,595,No data,449,384,No data,206
Sun,11/3/2019,Booking.com,No data,No data,No data,No data,569,No data
Sun,11/3/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,11/3/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,11/4/2019,Brand.com,655,No data,649,674,No data,350
Mon,11/4/2019,Booking.com,No data,No data,No data,No data,749,No data
Mon,11/4/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,11/4/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,11/5/2019,Brand.com,895,No data,Sold out,784,No data,395
Tue,11/5/2019,Booking.com,No data,No data,No data,No data,749,No data
Tue,11/5/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,11/5/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,11/6/2019,Brand.com,865,No data,Sold out,784,No data,395
Wed,11/6/2019,Booking.com,No data,No data,No data,No data,749,No data
Wed,11/6/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,11/6/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,11/7/2019,Brand.com,715,No data,599,534,No data,296
Thu,11/7/2019,Booking.com,No data,No data,No data,No data,679,No data
Thu,11/7/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,11/7/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,11/8/2019,Brand.com,505,No data,329,384,No data,143
Fri,11/8/2019,Booking.com,No data,No data,No data,No data,254,No data
Fri,11/8/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,11/8/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,11/9/2019,Brand.com,535,No data,359,384,No data,143
Sat,11/9/2019,Booking.com,No data,No data,No data,No data,254,No data
Sat,11/9/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,11/9/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,11/10/2019,Brand.com,595,No data,449,484,No data,206
Sun,11/10/2019,Booking.com,No data,No data,No data,No data,339,No data
Sun,11/10/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,11/10/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,11/11/2019,Brand.com,655,No data,549,634,No data,350
Mon,11/11/2019,Booking.com,No data,No data,No data,No data,749,No data
Mon,11/11/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,11/11/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,11/12/2019,Brand.com,685,No data,Sold out,774,No data,395
Tue,11/12/2019,Booking.com,No data,No data,No data,No data,749,No data
Tue,11/12/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,11/12/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,11/13/2019,Brand.com,685,No data,Sold out,774,No data,395
Wed,11/13/2019,Booking.com,No data,No data,No data,No data,749,No data
Wed,11/13/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,11/13/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,11/14/2019,Brand.com,655,No data,599,534,No data,296
Thu,11/14/2019,Booking.com,No data,No data,No data,No data,689,No data
Thu,11/14/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,11/14/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,11/15/2019,Brand.com,505,No data,329,384,No data,143
Fri,11/15/2019,Booking.com,No data,No data,No data,No data,441,No data
Fri,11/15/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,11/15/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,11/16/2019,Brand.com,535,No data,359,384,No data,143
Sat,11/16/2019,Booking.com,No data,No data,No data,No data,246,No data
Sat,11/16/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,11/16/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,11/17/2019,Brand.com,595,No data,449,454,No data,269
Sun,11/17/2019,Booking.com,No data,No data,No data,No data,331,No data
Sun,11/17/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,11/17/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,11/18/2019,Brand.com,655,No data,Sold out,674,No data,Sold out
Mon,11/18/2019,Booking.com,No data,No data,No data,No data,501,No data
Mon,11/18/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,11/18/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,11/19/2019,Brand.com,655,No data,Sold out,784,No data,Sold out
Tue,11/19/2019,Booking.com,No data,No data,No data,No data,586,No data
Tue,11/19/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,11/19/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,11/20/2019,Brand.com,655,No data,Sold out,784,No data,Sold out
Wed,11/20/2019,Booking.com,No data,No data,No data,No data,586,No data
Wed,11/20/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,11/20/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,11/21/2019,Brand.com,655,No data,Sold out,534,No data,395
Thu,11/21/2019,Booking.com,No data,No data,No data,No data,450,No data
Thu,11/21/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,11/21/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,11/22/2019,Brand.com,505,No data,329,354,No data,143
Fri,11/22/2019,Booking.com,No data,No data,No data,No data,280,No data
Fri,11/22/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,11/22/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,11/23/2019,Brand.com,535,No data,359,354,No data,143
Sat,11/23/2019,Booking.com,No data,No data,No data,No data,271,No data
Sat,11/23/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,11/23/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,11/24/2019,Brand.com,595,No data,449,284,No data,143
Sun,11/24/2019,Booking.com,No data,No data,No data,No data,297,No data
Sun,11/24/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,11/24/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,11/25/2019,Brand.com,655,No data,499,334,No data,143
Mon,11/25/2019,Booking.com,No data,No data,No data,No data,458,No data
Mon,11/25/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,11/25/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,11/26/2019,Brand.com,655,No data,Sold out,384,No data,143
Tue,11/26/2019,Booking.com,No data,No data,No data,No data,484,No data
Tue,11/26/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,11/26/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,11/27/2019,Brand.com,655,No data,Sold out,274,No data,143
Wed,11/27/2019,Booking.com,No data,No data,No data,No data,552,No data
Wed,11/27/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,11/27/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,11/28/2019,Brand.com,655,No data,549,274,No data,143
Thu,11/28/2019,Booking.com,No data,No data,No data,No data,382,No data
Thu,11/28/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,11/28/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,11/29/2019,Brand.com,505,No data,329,274,No data,143
Fri,11/29/2019,Booking.com,No data,No data,No data,No data,263,No data
Fri,11/29/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,11/29/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,11/30/2019,Brand.com,535,No data,359,274,No data,143
Sat,11/30/2019,Booking.com,No data,No data,No data,No data,263,No data
Sat,11/30/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,11/30/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,12/1/2019,Brand.com,565,No data,329,484,No data,206
Sun,12/1/2019,Booking.com,No data,No data,No data,No data,433,No data
Sun,12/1/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,12/1/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,12/2/2019,Brand.com,655,No data,499,604,No data,395
Mon,12/2/2019,Booking.com,No data,No data,No data,No data,749,No data
Mon,12/2/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,12/2/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,12/3/2019,Brand.com,655,No data,Sold out,684,No data,395
Tue,12/3/2019,Booking.com,No data,No data,No data,No data,749,No data
Tue,12/3/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,12/3/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,12/4/2019,Brand.com,655,No data,Sold out,684,No data,395
Wed,12/4/2019,Booking.com,No data,No data,No data,No data,699,No data
Wed,12/4/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,12/4/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,12/5/2019,Brand.com,595,No data,449,554,No data,296
Thu,12/5/2019,Booking.com,No data,No data,No data,No data,501,No data
Thu,12/5/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,12/5/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,12/6/2019,Brand.com,595,No data,309,274,No data,143
Fri,12/6/2019,Booking.com,No data,No data,No data,No data,263,No data
Fri,12/6/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,12/6/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,12/7/2019,Brand.com,625,No data,309,274,No data,143
Sat,12/7/2019,Booking.com,No data,No data,No data,No data,263,No data
Sat,12/7/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,12/7/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,12/8/2019,Brand.com,565,No data,329,504,No data,206
Sun,12/8/2019,Booking.com,No data,No data,No data,No data,484,No data
Sun,12/8/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,12/8/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,12/9/2019,Brand.com,655,No data,499,604,No data,395
Mon,12/9/2019,Booking.com,No data,No data,No data,No data,749,No data
Mon,12/9/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,12/9/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,12/10/2019,Brand.com,655,No data,Sold out,684,No data,440
Tue,12/10/2019,Booking.com,No data,No data,No data,No data,749,No data
Tue,12/10/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,12/10/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,12/11/2019,Brand.com,655,No data,Sold out,684,No data,440
Wed,12/11/2019,Booking.com,No data,No data,No data,No data,749,No data
Wed,12/11/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,12/11/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,12/12/2019,Brand.com,595,No data,449,554,No data,296
Thu,12/12/2019,Booking.com,No data,No data,No data,No data,637,No data
Thu,12/12/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,12/12/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,12/13/2019,Brand.com,595,No data,309,274,No data,143
Fri,12/13/2019,Booking.com,No data,No data,No data,No data,254,No data
Fri,12/13/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,12/13/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,12/14/2019,Brand.com,625,No data,309,274,No data,143
Sat,12/14/2019,Booking.com,No data,No data,No data,No data,254,No data
Sat,12/14/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,12/14/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,12/15/2019,Brand.com,565,No data,329,274,No data,143
Sun,12/15/2019,Booking.com,No data,No data,No data,No data,441,No data
Sun,12/15/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,12/15/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,12/16/2019,Brand.com,655,No data,499,344,No data,161
Mon,12/16/2019,Booking.com,No data,No data,No data,No data,620,No data
Mon,12/16/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,12/16/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,12/17/2019,Brand.com,655,No data,Sold out,394,No data,161
Tue,12/17/2019,Booking.com,No data,No data,No data,No data,637,No data
Tue,12/17/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,12/17/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,12/18/2019,Brand.com,655,No data,Sold out,404,No data,161
Wed,12/18/2019,Booking.com,No data,No data,No data,No data,594,No data
Wed,12/18/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,12/18/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,12/19/2019,Brand.com,595,No data,449,304,No data,143
Thu,12/19/2019,Booking.com,No data,No data,No data,No data,492,No data
Thu,12/19/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,12/19/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,12/20/2019,Brand.com,595,No data,309,204,No data,143
Fri,12/20/2019,Booking.com,No data,No data,No data,No data,280,No data
Fri,12/20/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,12/20/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,12/21/2019,Brand.com,625,No data,309,204,No data,143
Sat,12/21/2019,Booking.com,No data,No data,No data,No data,271,No data
Sat,12/21/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,12/21/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,12/22/2019,Brand.com,565,No data,329,234,No data,143
Sun,12/22/2019,Booking.com,No data,No data,No data,No data,458,No data
Sun,12/22/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,12/22/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,12/23/2019,Brand.com,655,No data,499,224,No data,143
Mon,12/23/2019,Booking.com,No data,No data,No data,No data,492,No data
Mon,12/23/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,12/23/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,12/24/2019,Brand.com,655,No data,Sold out,244,No data,143
Tue,12/24/2019,Booking.com,No data,No data,No data,No data,543,No data
Tue,12/24/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,12/24/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,12/25/2019,Brand.com,655,No data,Sold out,244,No data,143
Wed,12/25/2019,Booking.com,No data,No data,No data,No data,642,No data
Wed,12/25/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,12/25/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,12/26/2019,Brand.com,595,No data,449,204,No data,143
Thu,12/26/2019,Booking.com,No data,No data,No data,No data,642,No data
Thu,12/26/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,12/26/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,12/27/2019,Brand.com,595,No data,309,194,No data,143
Fri,12/27/2019,Booking.com,No data,No data,No data,No data,642,No data
Fri,12/27/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,12/27/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,12/28/2019,Brand.com,625,No data,309,194,No data,143
Sat,12/28/2019,Booking.com,No data,No data,No data,No data,642,No data
Sat,12/28/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,12/28/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,12/29/2019,Brand.com,565,No data,329,194,No data,143
Sun,12/29/2019,Booking.com,No data,No data,No data,No data,642,No data
Sun,12/29/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,12/29/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,12/30/2019,Brand.com,655,No data,499,194,No data,143
Mon,12/30/2019,Booking.com,No data,No data,No data,No data,642,No data
Mon,12/30/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,12/30/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,12/31/2019,Brand.com,655,No data,Sold out,194,No data,143
Tue,12/31/2019,Booking.com,No data,No data,No data,No data,642,No data
Tue,12/31/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,12/31/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,1/1/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,1/1/2020,Booking.com,No data,No data,No data,No data,642,No data
Wed,1/1/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,1/1/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,1/2/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,1/2/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,1/2/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,1/2/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,1/3/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,1/3/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,1/3/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,1/3/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,1/4/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,1/4/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,1/4/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,1/4/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,1/5/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,1/5/2020,Booking.com,No data,No data,No data,No data,642,No data
Sun,1/5/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,1/5/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,1/6/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,1/6/2020,Booking.com,No data,No data,No data,No data,642,No data
Mon,1/6/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,1/6/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,1/7/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,1/7/2020,Booking.com,No data,No data,No data,No data,642,No data
Tue,1/7/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,1/7/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,1/8/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,1/8/2020,Booking.com,No data,No data,No data,No data,667,No data
Wed,1/8/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,1/8/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,1/9/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,1/9/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,1/9/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,1/9/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,1/10/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,1/10/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,1/10/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,1/10/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,1/11/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,1/11/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,1/11/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,1/11/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,1/12/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,1/12/2020,Booking.com,No data,No data,No data,No data,642,No data
Sun,1/12/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,1/12/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,1/13/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,1/13/2020,Booking.com,No data,No data,No data,No data,755,No data
Mon,1/13/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,1/13/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,1/14/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,1/14/2020,Booking.com,No data,No data,No data,No data,755,No data
Tue,1/14/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,1/14/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,1/15/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,1/15/2020,Booking.com,No data,No data,No data,No data,755,No data
Wed,1/15/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,1/15/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,1/16/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,1/16/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,1/16/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,1/16/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,1/17/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,1/17/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,1/17/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,1/17/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,1/18/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,1/18/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,1/18/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,1/18/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,1/19/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,1/19/2020,Booking.com,No data,No data,No data,No data,642,No data
Sun,1/19/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,1/19/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,1/20/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,1/20/2020,Booking.com,No data,No data,No data,No data,755,No data
Mon,1/20/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,1/20/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,1/21/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,1/21/2020,Booking.com,No data,No data,No data,No data,755,No data
Tue,1/21/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,1/21/2020,GDS,No data,No data,No data,No data,No data,No data
